year,month,station_id,reservoir,volume_af,water_year
2003,1,BUMW1,BUM,27647.666999999998,2003
2003,2,BUMW1,BUM,16139.599,2003
2003,3,BUMW1,BUM,18211.637,2003
2003,4,BUMW1,BUM,20098.373,2003
2003,5,BUMW1,BUM,34466.92,2003
2003,6,BUMW1,BUM,29917.393,2003
2003,7,BUMW1,BUM,7010.700999999999,2003
2003,8,BUMW1,BUM,3887.466,2003
2003,9,BUMW1,BUM,2834.7306,2003
2003,10,BUMW1,BUM,7010.645399999999,2004
2003,11,BUMW1,BUM,12187.386,2004
2003,12,BUMW1,BUM,9096.449,2004
2004,1,BUMW1,BUM,9128.631000000001,2004
2004,2,BUMW1,BUM,7941.6895,2004
2004,3,BUMW1,BUM,12276.769,2004
2004,4,BUMW1,BUM,26890.928,2004
2004,5,BUMW1,BUM,37782.265,2004
2004,6,BUMW1,BUM,23998.247,2004
2004,7,BUMW1,BUM,7573.262,2004
2004,8,BUMW1,BUM,5148.0665,2004
2004,9,BUMW1,BUM,6132.7480000000005,2004
2004,10,BUMW1,BUM,5793.576,2005
2004,11,BUMW1,BUM,9405.872000000001,2005
2004,12,BUMW1,BUM,16683.104999999996,2005
2005,1,BUMW1,BUM,25823.232999999997,2005
2005,2,BUMW1,BUM,7985.682000000001,2005
2005,3,BUMW1,BUM,7840.0464,2005
2005,4,BUMW1,BUM,17500.077999999998,2005
2005,5,BUMW1,BUM,22435.738,2005
2005,6,BUMW1,BUM,8418.376,2005
2005,7,BUMW1,BUM,4475.304,2005
2005,8,BUMW1,BUM,2751.9139999999998,2005
2005,9,BUMW1,BUM,2939.5818999999997,2005
2005,10,BUMW1,BUM,4093.395,2006
2005,11,BUMW1,BUM,7191.63,2006
2005,12,BUMW1,BUM,16616.37,2006
2006,1,BUMW1,BUM,25242.62,2006
2006,2,BUMW1,BUM,10237.5765,2006
2006,3,BUMW1,BUM,6762.217,2006
2006,4,BUMW1,BUM,16544.937,2006
2006,5,BUMW1,BUM,60973.494999999995,2006
2006,6,BUMW1,BUM,52417.233,2006
2006,7,BUMW1,BUM,11988.478000000001,2006
2006,8,BUMW1,BUM,5287.692,2006
2006,9,BUMW1,BUM,4089.7690000000002,2006
2006,10,BUMW1,BUM,3516.1955000000003,2007
2006,11,BUMW1,BUM,45260.544,2007
2006,12,BUMW1,BUM,14325.641,2007
2007,1,BUMW1,BUM,12876.761999999999,2007
2007,2,BUMW1,BUM,10937.13,2007
2007,3,BUMW1,BUM,37911.746999999996,2007
2007,4,BUMW1,BUM,22145.931,2007
2007,5,BUMW1,BUM,43338.028,2007
2007,6,BUMW1,BUM,29956.69,2007
2007,7,BUMW1,BUM,9376.499000000002,2007
2007,8,BUMW1,BUM,4149.097400000001,2007
2007,9,BUMW1,BUM,3618.369,2007
2007,10,BUMW1,BUM,6694.161400000001,2008
2007,11,BUMW1,BUM,10833.117,2008
2007,12,BUMW1,BUM,22109.116,2008
2008,1,BUMW1,BUM,6910.740400000001,2008
2008,2,BUMW1,BUM,5054.4349999999995,2008
2008,3,BUMW1,BUM,5674.4595,2008
2008,4,BUMW1,BUM,7600.9746,2008
2008,5,BUMW1,BUM,56977.939999999995,2008
2008,6,BUMW1,BUM,48348.896,2008
2008,7,BUMW1,BUM,23259.071,2008
2008,8,BUMW1,BUM,6687.0894,2008
2008,9,BUMW1,BUM,4445.5895,2008
2008,10,BUMW1,BUM,4004.963399999999,2009
2008,11,BUMW1,BUM,20773.733,2009
2008,12,BUMW1,BUM,7357.815700000001,2009
2009,1,BUMW1,BUM,20804.394,2009
2009,2,BUMW1,BUM,6313.4837,2009
2009,3,BUMW1,BUM,6160.1954000000005,2009
2009,4,BUMW1,BUM,14179.548999999999,2009
2009,5,BUMW1,BUM,49437.44,2009
2009,6,BUMW1,BUM,42193.75,2009
2009,7,BUMW1,BUM,10445.594,2009
2009,8,BUMW1,BUM,4692.792400000001,2009
2009,9,BUMW1,BUM,4245.5144,2009
2009,10,BUMW1,BUM,6335.834999999999,2010
2009,11,BUMW1,BUM,13748.487000000001,2010
2009,12,BUMW1,BUM,10698.432999999999,2010
2010,1,BUMW1,BUM,13623.369999999999,2010
2010,2,BUMW1,BUM,7460.4106,2010
2010,3,BUMW1,BUM,8856.607,2010
2010,4,BUMW1,BUM,14916.595999999998,2010
2010,5,BUMW1,BUM,33301.75399999999,2010
2010,6,BUMW1,BUM,49691.380000000005,2010
2010,7,BUMW1,BUM,18513.552,2010
2010,8,BUMW1,BUM,6302.8193,2010
2010,9,BUMW1,BUM,5733.6693,2010
2010,10,BUMW1,BUM,7021.967999999999,2011
2010,11,BUMW1,BUM,16601.84,2011
2010,12,BUMW1,BUM,15881.444,2011
2011,1,BUMW1,BUM,30298.037,2011
2011,2,BUMW1,BUM,12235.67,2011
2011,3,BUMW1,BUM,11940.718,2011
2011,4,BUMW1,BUM,16301.560000000001,2011
2011,5,BUMW1,BUM,36050.728,2011
2011,6,BUMW1,BUM,61125.74,2011
2011,7,BUMW1,BUM,38976.913,2011
2011,8,BUMW1,BUM,12479.2385,2011
2011,9,BUMW1,BUM,6697.2785,2011
2011,10,BUMW1,BUM,8439.211,2012
2011,11,BUMW1,BUM,10914.864,2012
2011,12,BUMW1,BUM,10540.791000000001,2012
2012,1,BUMW1,BUM,12615.0875,2012
2012,2,BUMW1,BUM,11506.036,2012
2012,3,BUMW1,BUM,10139.699999999999,2012
2012,4,BUMW1,BUM,29446.722,2012
2012,5,BUMW1,BUM,52025.08,2012
2012,6,BUMW1,BUM,52846.31,2012
2012,7,BUMW1,BUM,31956.581,2012
2012,8,BUMW1,BUM,8002.4490000000005,2012
2012,9,BUMW1,BUM,4536.9169999999995,2012
2012,10,BUMW1,BUM,12318.896,2013
2012,11,BUMW1,BUM,23365.421000000002,2013
2012,12,BUMW1,BUM,15321.969,2013
2013,1,BUMW1,BUM,7322.070599999999,2013
2013,2,BUMW1,BUM,5683.5199999999995,2013
2013,3,BUMW1,BUM,10951.100999999999,2013
2013,4,BUMW1,BUM,26808.565000000002,2013
2013,5,BUMW1,BUM,48732.479999999996,2013
2013,6,BUMW1,BUM,29910.768999999997,2013
2013,7,BUMW1,BUM,9789.865000000002,2013
2013,8,BUMW1,BUM,5296.498299999999,2013
2013,9,BUMW1,BUM,8958.057,2013
2013,10,BUMW1,BUM,9956.497000000001,2014
2013,11,BUMW1,BUM,14674.543,2014
2013,12,BUMW1,BUM,12531.575,2014
2014,1,BUMW1,BUM,9697.463000000002,2014
2014,2,BUMW1,BUM,8453.096,2014
2014,3,BUMW1,BUM,30028.148999999998,2014
2014,4,BUMW1,BUM,24225.153,2014
2014,5,BUMW1,BUM,52021.43,2014
2014,6,BUMW1,BUM,34599.92600000001,2014
2014,7,BUMW1,BUM,14494.197,2014
2014,8,BUMW1,BUM,6669.1437000000005,2014
2014,9,BUMW1,BUM,3678.9124,2014
2014,10,BUMW1,BUM,11558.661,2015
2014,11,BUMW1,BUM,25361.643,2015
2014,12,BUMW1,BUM,23592.209,2015
2015,1,BUMW1,BUM,26541.483000000004,2015
2015,2,BUMW1,BUM,28194.165999999997,2015
2015,3,BUMW1,BUM,21321.903,2015
2015,4,BUMW1,BUM,12427.461,2015
2015,5,BUMW1,BUM,14591.925,2015
2015,6,BUMW1,BUM,5501.7276,2015
2015,7,BUMW1,BUM,2891.0372,2015
2015,8,BUMW1,BUM,2368.1730000000002,2015
2015,9,BUMW1,BUM,2415.2906000000003,2015
2015,10,BUMW1,BUM,7872.4318,2016
2015,11,BUMW1,BUM,29526.392,2016
2015,12,BUMW1,BUM,35084.553,2016
2016,1,BUMW1,BUM,12156.943,2016
2016,2,BUMW1,BUM,25109.241,2016
2016,3,BUMW1,BUM,20400.818,2016
2016,4,BUMW1,BUM,43390.700000000004,2016
2016,5,BUMW1,BUM,43319.26,2016
2016,6,BUMW1,BUM,17972.036,2016
2016,7,BUMW1,BUM,6752.316499999999,2016
2016,8,BUMW1,BUM,3458.9796,2016
2016,9,BUMW1,BUM,3094.6515,2016
2016,10,BUMW1,BUM,24320.19,2017
2016,11,BUMW1,BUM,22617.985,2017
2016,12,BUMW1,BUM,8153.862,2017
2017,1,BUMW1,BUM,8288.839,2017
2017,2,BUMW1,BUM,19196.48,2017
2017,3,BUMW1,BUM,34608.87,2017
2017,4,BUMW1,BUM,24993.59,2017
2017,5,BUMW1,BUM,67195.04999999999,2017
2017,6,BUMW1,BUM,49341.843,2017
2017,7,BUMW1,BUM,11529.193,2017
2017,8,BUMW1,BUM,4215.0025,2017
2017,9,BUMW1,BUM,3491.2994,2017
2017,10,BUMW1,BUM,11198.872,2018
2017,11,BUMW1,BUM,27026.619,2018
2017,12,BUMW1,BUM,14895.017,2018
2018,1,BUMW1,BUM,16269.274,2018
2018,2,BUMW1,BUM,16395.033,2018
2018,3,BUMW1,BUM,7973.588499999999,2018
2018,4,BUMW1,BUM,19657.934,2018
2018,5,BUMW1,BUM,63550.23,2018
2018,6,BUMW1,BUM,23830.210000000003,2018
2018,7,BUMW1,BUM,7107.057000000001,2018
2018,8,BUMW1,BUM,3697.521,2018
2018,9,BUMW1,BUM,3002.6068999999998,2018
2018,10,BUMW1,BUM,3995.5389999999998,2019
2018,11,BUMW1,BUM,8281.422,2019
2018,12,BUMW1,BUM,8518.614,2019
2019,1,BUMW1,BUM,9851.198,2019
2019,2,BUMW1,BUM,6676.4664999999995,2019
2019,3,BUMW1,BUM,4939.4894,2019
2019,4,BUMW1,BUM,20770.267,2019
2019,5,BUMW1,BUM,42275.490000000005,2019
2019,6,BUMW1,BUM,19222.704,2019
2019,7,BUMW1,BUM,4789.827,2019
2019,8,BUMW1,BUM,2472.2667,2019
2019,9,BUMW1,BUM,2899.8208,2019
2019,10,BUMW1,BUM,5164.048999999999,2020
2019,11,BUMW1,BUM,4212.5044,2020
2019,12,BUMW1,BUM,12209.943000000001,2020
2020,1,BUMW1,BUM,17062.857,2020
2020,2,BUMW1,BUM,20530.172,2020
2020,3,BUMW1,BUM,7686.0943,2020
2020,4,BUMW1,BUM,22746.086,2020
2020,5,BUMW1,BUM,51478.413,2020
2020,6,BUMW1,BUM,37274.048,2020
2020,7,BUMW1,BUM,10820.331,2020
2020,8,BUMW1,BUM,4707.077,2020
2020,9,BUMW1,BUM,2817.795,2020
2020,10,BUMW1,BUM,8310,2021
2020,11,BUMW1,BUM,10520,2021
2020,12,BUMW1,BUM,12590,2021
2021,1,BUMW1,BUM,20430,2021
2021,2,BUMW1,BUM,7910,2021
2021,3,BUMW1,BUM,6240,2021
2021,4,BUMW1,BUM,16890,2021
2021,5,BUMW1,BUM,43250,2021
2021,6,BUMW1,BUM,46400,2021
2021,7,BUMW1,BUM,10860,2021
2021,8,BUMW1,BUM,4170,2021
2021,9,BUMW1,BUM,-1200,2021
2021,10,BUMW1,BUM,7840,2022
2021,11,BUMW1,BUM,38660,2022
2021,12,BUMW1,BUM,23240,2022
2022,1,BUMW1,BUM,19980,2022
2022,2,BUMW1,BUM,12800,2022
2022,3,BUMW1,BUM,27700,2022
2022,4,BUMW1,BUM,16020,2022
2022,5,BUMW1,BUM,40420,2022
2022,6,BUMW1,BUM,54190,2022
2022,7,BUMW1,BUM,16350.000000000002,2022
2022,8,BUMW1,BUM,5700,2022
2022,9,BUMW1,BUM,3840,2022
2022,10,BUMW1,BUM,5200,2023
2022,11,BUMW1,BUM,9340,2023
2022,12,BUMW1,BUM,15690,2023
2023,1,BUMW1,BUM,10640,2023
2023,2,BUMW1,BUM,5420,2023
2023,3,BUMW1,BUM,4480,2023
2023,4,BUMW1,BUM,13640,2023
2023,5,BUMW1,BUM,57910,2023
2023,6,BUMW1,BUM,16149.999999999998,2023
2023,7,BUMW1,BUM,4270,2023
2023,8,BUMW1,BUM,4080,2023
2023,9,BUMW1,BUM,2810,2023
2023,10,BUMW1,BUM,3250,2024
2023,11,BUMW1,BUM,11580,2024
2023,12,BUMW1,BUM,24240,2024
2024,1,BUMW1,BUM,14560,2024
2024,2,BUMW1,BUM,15050,2024
2024,3,BUMW1,BUM,11930,2024
2024,4,BUMW1,BUM,19130,2024
2024,5,BUMW1,BUM,29400,2024
2024,6,BUMW1,BUM,26910,2024
2024,7,BUMW1,BUM,6440,2024
2024,8,BUMW1,BUM,3490,2024
2024,9,BUMW1,BUM,2420,2024
2024,10,BUMW1,BUM,2970,2025
2024,11,BUMW1,BUM,6270,2025
2024,12,BUMW1,BUM,9510,2025
2025,1,BUMW1,BUM,7030,2025
2025,2,BUMW1,BUM,7830,2025
2025,3,BUMW1,BUM,20220,2025
2025,4,BUMW1,BUM,27300,2025
2025,5,BUMW1,BUM,35860,2025
2025,6,BUMW1,BUM,19390,2025
2025,7,BUMW1,BUM,4660,2025
2025,8,BUMW1,BUM,2520,2025
2025,9,BUMW1,BUM,1930,2025
2025,10,BUMW1,BUM,3620,2026
2025,11,BUMW1,BUM,21520,2026
2025,12,BUMW1,BUM,55570,2026
2026,1,BUMW1,BUM,13040,2026
2026,2,BUMW1,BUM,13160,2026
2026,3,BUMW1,BUM,32549.999999999996,2026
2026,4,BUMW1,BUM,23610,2026
2026,5,BUMW1,BUM,25740,2026
1991,1,CLEW1,CLE,47842.655,1991
1991,2,CLEW1,CLE,77163.36,1991
1991,3,CLEW1,CLE,32077.106,1991
1991,4,CLEW1,CLE,81590.64000000001,1991
1991,5,CLEW1,CLE,126072.77,1991
1991,6,CLEW1,CLE,110834.7,1991
1991,7,CLEW1,CLE,85387,1991
1991,8,CLEW1,CLE,30357.958,1991
1991,9,CLEW1,CLE,10452.653,1991
1991,10,CLEW1,CLE,6208.926,1992
1991,11,CLEW1,CLE,34546.295,1992
1991,12,CLEW1,CLE,47968.388,1992
1992,1,CLEW1,CLE,41113.590000000004,1992
1992,2,CLEW1,CLE,41200.99600000001,1992
1992,3,CLEW1,CLE,69819.27500000001,1992
1992,4,CLEW1,CLE,87880.455,1992
1992,5,CLEW1,CLE,101755.87,1992
1992,6,CLEW1,CLE,46945.29,1992
1992,7,CLEW1,CLE,20561.789999999997,1992
1992,8,CLEW1,CLE,10309.644,1992
1992,9,CLEW1,CLE,16114.142999999998,1992
1992,10,CLEW1,CLE,11562.075,1993
1992,11,CLEW1,CLE,26079.793999999998,1993
1992,12,CLEW1,CLE,18115.978,1993
1993,1,CLEW1,CLE,23552.355,1993
1993,2,CLEW1,CLE,16817.625,1993
1993,3,CLEW1,CLE,40710.57,1993
1993,4,CLEW1,CLE,67410.13,1993
1993,5,CLEW1,CLE,171771.67,1993
1993,6,CLEW1,CLE,67657.04000000001,1993
1993,7,CLEW1,CLE,26614.641,1993
1993,8,CLEW1,CLE,11974.903,1993
1993,9,CLEW1,CLE,5591.983,1993
1993,10,CLEW1,CLE,6019.013400000001,1994
1993,11,CLEW1,CLE,8726.866000000002,1994
1993,12,CLEW1,CLE,12901.847,1994
1994,1,CLEW1,CLE,23260.788,1994
1994,2,CLEW1,CLE,14792.04,1994
1994,3,CLEW1,CLE,50560.94,1994
1994,4,CLEW1,CLE,104880.45,1994
1994,5,CLEW1,CLE,121485.8,1994
1994,6,CLEW1,CLE,59767.73000000001,1994
1994,7,CLEW1,CLE,31460.642,1994
1994,8,CLEW1,CLE,9805.346500000001,1994
1994,9,CLEW1,CLE,8304.467,1994
1994,10,CLEW1,CLE,20059.175,1995
1994,11,CLEW1,CLE,29152.563000000002,1995
1994,12,CLEW1,CLE,41079.678,1995
1995,1,CLEW1,CLE,31521.494,1995
1995,2,CLEW1,CLE,94064.75,1995
1995,3,CLEW1,CLE,53870.045,1995
1995,4,CLEW1,CLE,63229.009999999995,1995
1995,5,CLEW1,CLE,180430.28,1995
1995,6,CLEW1,CLE,99121.666,1995
1995,7,CLEW1,CLE,47285.324,1995
1995,8,CLEW1,CLE,19777.412,1995
1995,9,CLEW1,CLE,8129.98,1995
1995,10,CLEW1,CLE,52580.689999999995,1996
1995,11,CLEW1,CLE,216524.66999999998,1996
1995,12,CLEW1,CLE,67166.885,1996
1996,1,CLEW1,CLE,71838.44,1996
1996,2,CLEW1,CLE,109074.24,1996
1996,3,CLEW1,CLE,52959.423,1996
1996,4,CLEW1,CLE,104102.65,1996
1996,5,CLEW1,CLE,101921.08,1996
1996,6,CLEW1,CLE,108610.09,1996
1996,7,CLEW1,CLE,61945.087,1996
1996,8,CLEW1,CLE,22803.316,1996
1996,9,CLEW1,CLE,11110.844000000001,1996
1996,10,CLEW1,CLE,21758.882999999998,1997
1996,11,CLEW1,CLE,47510.23499999999,1997
1996,12,CLEW1,CLE,31121.489,1997
1997,1,CLEW1,CLE,42818.134,1997
1997,2,CLEW1,CLE,45489.933,1997
1997,3,CLEW1,CLE,82046.425,1997
1997,4,CLEW1,CLE,99963.00499999999,1997
1997,5,CLEW1,CLE,232511.72000000006,1997
1997,6,CLEW1,CLE,194296.59,1997
1997,7,CLEW1,CLE,109493.35,1997
1997,8,CLEW1,CLE,33581.364,1997
1997,9,CLEW1,CLE,26467.552,1997
1997,10,CLEW1,CLE,74459.16,1998
1997,11,CLEW1,CLE,49424.22,1998
1997,12,CLEW1,CLE,23051.012,1998
1998,1,CLEW1,CLE,25669.68,1998
1998,2,CLEW1,CLE,21413.584,1998
1998,3,CLEW1,CLE,45020.138000000006,1998
1998,4,CLEW1,CLE,77985.48000000001,1998
1998,5,CLEW1,CLE,156562.97,1998
1998,6,CLEW1,CLE,90893.25,1998
1998,7,CLEW1,CLE,35769.12700000001,1998
1998,8,CLEW1,CLE,13483.852,1998
1998,9,CLEW1,CLE,3556.0741,1998
1998,10,CLEW1,CLE,8845.061999999998,1999
1998,11,CLEW1,CLE,40510.574,1999
1998,12,CLEW1,CLE,52105.835,1999
1999,1,CLEW1,CLE,65859.65999999999,1999
1999,2,CLEW1,CLE,24694.693,1999
1999,3,CLEW1,CLE,25875.816,1999
1999,4,CLEW1,CLE,60357.337999999996,1999
1999,5,CLEW1,CLE,142520.37000000002,1999
1999,6,CLEW1,CLE,221224.3,1999
1999,7,CLEW1,CLE,143818.47999999998,1999
1999,8,CLEW1,CLE,59169.06,1999
1999,9,CLEW1,CLE,12623.108,1999
1999,10,CLEW1,CLE,18680.264000000003,2000
1999,11,CLEW1,CLE,92184.81,2000
1999,12,CLEW1,CLE,76984.68000000001,2000
2000,1,CLEW1,CLE,21287.964,2000
2000,2,CLEW1,CLE,13087.721,2000
2000,3,CLEW1,CLE,21670.603,2000
2000,4,CLEW1,CLE,101903.95,2000
2000,5,CLEW1,CLE,132964.9,2000
2000,6,CLEW1,CLE,127680.40000000001,2000
2000,7,CLEW1,CLE,46693.012,2000
2000,8,CLEW1,CLE,11779.72,2000
2000,9,CLEW1,CLE,16857.267,2000
2000,10,CLEW1,CLE,20656.403000000002,2001
2000,11,CLEW1,CLE,11213.5935,2001
2000,12,CLEW1,CLE,7893.2137,2001
2001,1,CLEW1,CLE,10234.941499999999,2001
2001,2,CLEW1,CLE,7355.496400000001,2001
2001,3,CLEW1,CLE,28839.111,2001
2001,4,CLEW1,CLE,55674.976,2001
2001,5,CLEW1,CLE,118950.54000000001,2001
2001,6,CLEW1,CLE,56492.28999999999,2001
2001,7,CLEW1,CLE,28689.032,2001
2001,8,CLEW1,CLE,11263.3,2001
2001,9,CLEW1,CLE,6221.293000000001,2001
2001,10,CLEW1,CLE,21456.285,2002
2001,11,CLEW1,CLE,64998.886,2002
2001,12,CLEW1,CLE,31945.497999999996,2002
2002,1,CLEW1,CLE,55334.534,2002
2002,2,CLEW1,CLE,27385.756,2002
2002,3,CLEW1,CLE,30768.25,2002
2002,4,CLEW1,CLE,91044.365,2002
2002,5,CLEW1,CLE,148152.68,2002
2002,6,CLEW1,CLE,195847.64,2002
2002,7,CLEW1,CLE,77808.14000000001,2002
2002,8,CLEW1,CLE,22993.615999999998,2002
2002,9,CLEW1,CLE,8010.532000000001,2002
2002,10,CLEW1,CLE,5488.451999999999,2003
2002,11,CLEW1,CLE,14725.934000000001,2003
2002,12,CLEW1,CLE,14388.354,2003
2003,1,CLEW1,CLE,49938.087,2003
2003,2,CLEW1,CLE,40531.74600000001,2003
2003,3,CLEW1,CLE,64130.740000000005,2003
2003,4,CLEW1,CLE,67986.8,2003
2003,5,CLEW1,CLE,111040.71,2003
2003,6,CLEW1,CLE,100158.56,2003
2003,7,CLEW1,CLE,38469.54,2003
2003,8,CLEW1,CLE,18711.804999999997,2003
2003,9,CLEW1,CLE,9084.405999999999,2003
2003,10,CLEW1,CLE,46354.465000000004,2004
2003,11,CLEW1,CLE,66481.19,2004
2003,12,CLEW1,CLE,30418.164999999997,2004
2004,1,CLEW1,CLE,25144.825,2004
2004,2,CLEW1,CLE,23233.3,2004
2004,3,CLEW1,CLE,56392.00200000001,2004
2004,4,CLEW1,CLE,97196.75,2004
2004,5,CLEW1,CLE,114822.65,2004
2004,6,CLEW1,CLE,75672.966,2004
2004,7,CLEW1,CLE,33425.32,2004
2004,8,CLEW1,CLE,29976.359999999997,2004
2004,9,CLEW1,CLE,33747.76,2004
2004,10,CLEW1,CLE,24554.860999999997,2005
2004,11,CLEW1,CLE,51502.144,2005
2004,12,CLEW1,CLE,64387.955,2005
2005,1,CLEW1,CLE,87222.4,2005
2005,2,CLEW1,CLE,27523.717999999997,2005
2005,3,CLEW1,CLE,30276.299000000003,2005
2005,4,CLEW1,CLE,58315.613,2005
2005,5,CLEW1,CLE,69310.3,2005
2005,6,CLEW1,CLE,32428.974,2005
2005,7,CLEW1,CLE,23637.018,2005
2005,8,CLEW1,CLE,13525.229,2005
2005,9,CLEW1,CLE,8652.412,2005
2005,10,CLEW1,CLE,20333.507999999998,2006
2005,11,CLEW1,CLE,27337.266999999996,2006
2005,12,CLEW1,CLE,34437.05,2006
2006,1,CLEW1,CLE,51377.674,2006
2006,2,CLEW1,CLE,21731.527,2006
2006,3,CLEW1,CLE,18195.732,2006
2006,4,CLEW1,CLE,71498.42,2006
2006,5,CLEW1,CLE,185098.68,2006
2006,6,CLEW1,CLE,151459.15,2006
2006,7,CLEW1,CLE,48350.212,2006
2006,8,CLEW1,CLE,14674.276999999998,2006
2006,9,CLEW1,CLE,5377.7456,2006
2006,10,CLEW1,CLE,6488.165,2007
2006,11,CLEW1,CLE,125915.35,2007
2006,12,CLEW1,CLE,25970.478,2007
2007,1,CLEW1,CLE,38539.85,2007
2007,2,CLEW1,CLE,36534.42,2007
2007,3,CLEW1,CLE,116741.18,2007
2007,4,CLEW1,CLE,75811.75,2007
2007,5,CLEW1,CLE,139978.91,2007
2007,6,CLEW1,CLE,96004.13,2007
2007,7,CLEW1,CLE,47163.53,2007
2007,8,CLEW1,CLE,18026.471999999998,2007
2007,9,CLEW1,CLE,6483.9980000000005,2007
2007,10,CLEW1,CLE,23437.424,2008
2007,11,CLEW1,CLE,24868.246,2008
2007,12,CLEW1,CLE,50390.907,2008
2008,1,CLEW1,CLE,15960.747,2008
2008,2,CLEW1,CLE,16480.81,2008
2008,3,CLEW1,CLE,23508.811999999998,2008
2008,4,CLEW1,CLE,34741.753000000004,2008
2008,5,CLEW1,CLE,206380.97999999998,2008
2008,6,CLEW1,CLE,137830.91999999998,2008
2008,7,CLEW1,CLE,69861.35,2008
2008,8,CLEW1,CLE,29408.215999999997,2008
2008,9,CLEW1,CLE,9871.927,2008
2008,10,CLEW1,CLE,14504.574,2009
2008,11,CLEW1,CLE,86490.01,2009
2008,12,CLEW1,CLE,29118.755,2009
2009,1,CLEW1,CLE,83497.734,2009
2009,2,CLEW1,CLE,15012.841999999999,2009
2009,3,CLEW1,CLE,18690.933,2009
2009,4,CLEW1,CLE,59895.615,2009
2009,5,CLEW1,CLE,150019.2,2009
2009,6,CLEW1,CLE,119223.07,2009
2009,7,CLEW1,CLE,40101.357,2009
2009,8,CLEW1,CLE,18560.518,2009
2009,9,CLEW1,CLE,8864.506000000001,2009
2009,10,CLEW1,CLE,31581.373,2010
2009,11,CLEW1,CLE,42198.36,2010
2009,12,CLEW1,CLE,23631.264000000003,2010
2010,1,CLEW1,CLE,29248.476,2010
2010,2,CLEW1,CLE,21329.097999999998,2010
2010,3,CLEW1,CLE,33845.653999999995,2010
2010,4,CLEW1,CLE,60654.43000000001,2010
2010,5,CLEW1,CLE,115444.99,2010
2010,6,CLEW1,CLE,141288.66999999998,2010
2010,7,CLEW1,CLE,61255.363000000005,2010
2010,8,CLEW1,CLE,26210.78,2010
2010,9,CLEW1,CLE,21068.479999999996,2010
2010,10,CLEW1,CLE,20961.304,2011
2010,11,CLEW1,CLE,48525.03,2011
2010,12,CLEW1,CLE,46229.523,2011
2011,1,CLEW1,CLE,104394.23,2011
2011,2,CLEW1,CLE,45505.454999999994,2011
2011,3,CLEW1,CLE,44542.212999999996,2011
2011,4,CLEW1,CLE,54763.869999999995,2011
2011,5,CLEW1,CLE,130732.56999999998,2011
2011,6,CLEW1,CLE,165345.23,2011
2011,7,CLEW1,CLE,96151.30600000001,2011
2011,8,CLEW1,CLE,35128.536,2011
2011,9,CLEW1,CLE,14411.953000000001,2011
2011,10,CLEW1,CLE,27344.273,2012
2011,11,CLEW1,CLE,21477.175,2012
2011,12,CLEW1,CLE,25209.175,2012
2012,1,CLEW1,CLE,32758.163000000004,2012
2012,2,CLEW1,CLE,34542.053,2012
2012,3,CLEW1,CLE,29630.724000000002,2012
2012,4,CLEW1,CLE,101956.01999999999,2012
2012,5,CLEW1,CLE,166603.65,2012
2012,6,CLEW1,CLE,160170.19999999998,2012
2012,7,CLEW1,CLE,102697.13,2012
2012,8,CLEW1,CLE,32202.877,2012
2012,9,CLEW1,CLE,9045.202,2012
2012,10,CLEW1,CLE,40879.566,2013
2012,11,CLEW1,CLE,55949.84399999999,2013
2012,12,CLEW1,CLE,34510.26500000001,2013
2013,1,CLEW1,CLE,16984.61,2013
2013,2,CLEW1,CLE,17348.579999999998,2013
2013,3,CLEW1,CLE,46682.945,2013
2013,4,CLEW1,CLE,98460.97,2013
2013,5,CLEW1,CLE,158238.16000000003,2013
2013,6,CLEW1,CLE,102828.18000000001,2013
2013,7,CLEW1,CLE,45644.020000000004,2013
2013,8,CLEW1,CLE,18870.352,2013
2013,9,CLEW1,CLE,20278.744,2013
2013,10,CLEW1,CLE,29695.746999999996,2014
2013,11,CLEW1,CLE,40219.975,2014
2013,12,CLEW1,CLE,35387.283,2014
2014,1,CLEW1,CLE,35466.496,2014
2014,2,CLEW1,CLE,20244.66,2014
2014,3,CLEW1,CLE,75230.93000000001,2014
2014,4,CLEW1,CLE,82156.45999999999,2014
2014,5,CLEW1,CLE,165417.07,2014
2014,6,CLEW1,CLE,114166.29000000001,2014
2014,7,CLEW1,CLE,60110.027,2014
2014,8,CLEW1,CLE,23896.461,2014
2014,9,CLEW1,CLE,11816.749,2014
2014,10,CLEW1,CLE,38589.793999999994,2015
2014,11,CLEW1,CLE,95087.73,2015
2014,12,CLEW1,CLE,61016.03999999999,2015
2015,1,CLEW1,CLE,76079.926,2015
2015,2,CLEW1,CLE,70098.4,2015
2015,3,CLEW1,CLE,62358.049999999996,2015
2015,4,CLEW1,CLE,42156.834,2015
2015,5,CLEW1,CLE,50114.01,2015
2015,6,CLEW1,CLE,24945.423000000003,2015
2015,7,CLEW1,CLE,12892.337,2015
2015,8,CLEW1,CLE,10296.166,2015
2015,9,CLEW1,CLE,8300.592,2015
2015,10,CLEW1,CLE,32700.64,2016
2015,11,CLEW1,CLE,115116.94,2016
2015,12,CLEW1,CLE,75703.93,2016
2016,1,CLEW1,CLE,26333.858000000004,2016
2016,2,CLEW1,CLE,81218.48,2016
2016,3,CLEW1,CLE,58146.038,2016
2016,4,CLEW1,CLE,146990.31000000003,2016
2016,5,CLEW1,CLE,136274.30000000002,2016
2016,6,CLEW1,CLE,72376.74,2016
2016,7,CLEW1,CLE,36369.648,2016
