reservoir,pcode,year,month,mean_cfs,n_days,volume_af,water_year
BUM,QU,2019,6,362.465,30,21568.165289256198,2019
BUM,QU,2019,7,88.77677419354839,31,5458.671074380165,2019
BUM,QU,2019,8,49.28774193548387,31,3030.5851239669423,2019
BUM,QU,2019,9,50.46366666666667,30,3002.7966942148764,2019
BUM,QU,2019,10,85.94,31,5284.2446280991735,2020
BUM,QU,2019,11,73.26533333333333,30,4359.590082644629,2020
BUM,QU,2019,12,191.49645161290323,31,11774.65785123967,2020
BUM,QU,2020,1,253.83032258064517,31,15607.418181818184,2020
BUM,QU,2020,2,398.58862068965516,29,22927.080991735536,2020
BUM,QU,2020,3,124.54612903225807,31,7658.042975206611,2020
BUM,QU,2020,4,363.6723333333333,30,21640.00661157025,2020
BUM,QU,2020,5,800.738064516129,31,49235.46446280992,2020
BUM,QU,2020,6,627.2986666666667,30,37326.86280991735,2020
BUM,QU,2020,7,201.73451612903224,31,12404.171900826446,2020
BUM,QU,2020,8,65.12354838709678,31,4004.2909090909093,2020
BUM,QU,2020,9,66.722,30,3970.2347107438013,2020
BUM,QU,2020,10,135.16935483870967,31,8311.239669421488,2021
BUM,QU,2020,11,171.88533333333334,30,10227.887603305786,2021
BUM,QU,2020,12,198.9341935483871,31,12231.986776859505,2021
BUM,QU,2021,1,337.19290322580645,31,20733.18347107438,2021
BUM,QU,2021,2,143.37678571428572,28,7962.743801652893,2021
BUM,QU,2021,3,101.65967741935484,31,6250.809917355372,2021
BUM,QU,2021,4,279.451,30,16628.48925619835,2021
BUM,QU,2021,5,713.3609677419355,31,43862.85619834711,2021
BUM,QU,2021,6,784.277,30,46667.72231404959,2021
BUM,QU,2021,7,183.0851612903226,31,11257.467768595043,2021
BUM,QU,2021,8,101.26516129032258,31,6226.5520661157025,2021
BUM,QU,2021,9,92.79,30,5521.388429752067,2021
BUM,QU,2021,10,131.1151612903226,31,8061.957024793389,2022
BUM,QU,2021,11,632.195,30,37618.21487603306,2022
BUM,QU,2021,12,265.3077419354839,31,16313.137190082647,2022
BUM,QU,2022,1,320.74032258064517,31,19721.553719008265,2022
BUM,QU,2022,2,194.43714285714285,28,10798.49256198347,2022
BUM,QU,2022,3,459.06774193548387,31,28226.975206611573,2022
BUM,QU,2022,4,267.56933333333336,30,15921.48099173554,2022
BUM,QU,2022,5,654.6435483870968,31,40252.46280991736,2022
BUM,QU,2022,6,908.5066666666667,30,54059.90082644628,2022
BUM,QU,2022,7,269.36387096774195,31,16562.53884297521,2022
BUM,QU,2022,8,92.91193548387096,31,5712.932231404959,2022
BUM,QU,2022,9,64.818,30,3856.9388429752066,2022
BUM,QU,2022,10,51.759354838709676,31,3182.5586776859504,2023
BUM,QU,2022,11,159.48066666666668,30,9489.758677685952,2023
BUM,QU,2022,12,204.2183870967742,31,12556.89917355372,2023
BUM,QU,2023,1,177.8190322580645,31,10933.66611570248,2023
BUM,QU,2023,2,105.09678571428572,28,5836.780165289257,2023
BUM,QU,2023,3,83.65903225806451,31,5143.993388429752,2023
BUM,QU,2023,4,231.328,30,13764.971900826447,2023
BUM,QU,2023,5,983.1074193548387,31,60448.91900826447,2023
BUM,QU,2023,6,252.16633333333334,30,15004.938842975207,2023
BUM,QU,2023,7,70.44129032258064,31,4331.2661157024795,2023
BUM,QU,2023,8,46.44741935483871,31,2855.9404958677683,2023
BUM,QU,2023,9,46.66833333333334,30,2776.958677685951,2023
BUM,QU,2023,10,54.63612903225806,31,3359.4446280991733,2024
BUM,QU,2023,11,187.545,30,11159.702479338843,2024
BUM,QU,2023,12,384.30645161290323,31,23630.0826446281,2024
BUM,QU,2024,1,228.94645161290322,31,14077.368595041324,2024
BUM,QU,2024,2,266.76827586206895,29,15344.687603305785,2024
BUM,QU,2024,3,183.88290322580644,31,11306.519008264462,2024
BUM,QU,2024,4,325.8793333333333,30,19391.16694214876,2024
BUM,QU,2024,5,494.0858064516129,31,30380.152066115705,2024
BUM,QU,2024,6,475.14733333333334,30,28273.229752066116,2024
BUM,QU,2024,7,99.94258064516129,31,6145.229752066116,2024
BUM,QU,2024,8,56.45935483870968,31,3471.550413223141,2024
BUM,QU,2024,9,44.223333333333336,30,2631.4710743801656,2024
BUM,QU,2024,10,46.93064516129032,31,2885.652892561983,2025
BUM,QU,2024,11,103.92233333333333,30,6183.808264462809,2025
BUM,QU,2024,12,151.22096774193548,31,9298.214876033058,2025
BUM,QU,2025,1,109.26290322580645,31,6718.314049586777,2025
BUM,QU,2025,2,137.55214285714285,28,7639.259504132232,2025
BUM,QU,2025,3,322.0074193548387,31,19799.464462809916,2025
BUM,QU,2025,4,462.98033333333336,30,27549.242975206616,2025
BUM,QU,2025,5,566.5945161290323,31,34838.538842975206,2025
BUM,QU,2025,6,335.96733333333333,30,19991.444628099176,2025
BUM,QU,2025,7,71.16548387096775,31,4375.795041322314,2025
BUM,QU,2025,8,41.866129032258065,31,2574.2479338842977,2025
BUM,QU,2025,9,36.355666666666664,30,2163.312396694215,2025
BUM,QU,2025,10,58.49032258064516,31,3596.4297520661157,2026
BUM,QU,2025,11,362.22933333333333,30,21554.14214876033,2026
BUM,QU,2025,12,958.2490322580645,31,58920.43636363637,2026
BUM,QU,2026,1,264.7374193548387,31,16278.069421487606,2026
BUM,QU,2026,2,241.0225,28,13385.712396694216,2026
BUM,QU,2026,3,530.0209677419355,31,32589.71900826446,2026
BUM,QU,2026,4,396.097,30,23569.40826446281,2026
BUM,QU,2026,5,425.46032258064514,31,26160.53553719008,2026
BUM,QU,2026,6,182.61033333333333,30,10866.069421487602,2026
BUM,QU,2026,7,71.37612903225806,31,4388.747107438016,2026
BUM,QU,2026,8,53.0315,20,2103.728925619835,2026
CLE,QD,2003,10,220.2258064516129,31,13541.157024793389,2004
CLE,QD,2003,11,225.06666666666666,30,13392.396694214876,2004
CLE,QD,2003,12,216.38709677419354,31,13305.123966942148,2004
CLE,QD,2004,1,214.74193548387098,31,13203.966942148762,2004
CLE,QD,2004,2,214.10344827586206,29,12315.371900826447,2004
CLE,QD,2004,3,215,31,13219.834710743802,2004
CLE,QD,2004,4,224.7,30,13370.578512396694,2004
CLE,QD,2004,5,231.4516129032258,31,14231.404958677685,2004
CLE,QD,2004,6,1325.5333333333333,30,78874.71074380165,2004
CLE,QD,2004,7,3343.483870967742,31,205582.80991735536,2004
CLE,QD,2004,8,2869.967741935484,31,176467.43801652893,2004
CLE,QD,2004,9,548.6,30,32643.96694214876,2004
CLE,QD,2004,10,219.3548387096774,31,13487.603305785124,2005
CLE,QD,2004,11,210.3,30,12513.719008264463,2005
CLE,QD,2004,12,184.3548387096774,31,11335.537190082645,2005
CLE,QD,2005,1,185.61290322580646,31,11412.892561983472,2005
CLE,QD,2005,2,184.60714285714286,28,10252.561983471074,2005
CLE,QD,2005,3,181.83870967741936,31,11180.826446280991,2005
CLE,QD,2005,4,352.3666666666667,30,20967.272727272728,2005
CLE,QD,2005,5,478.64516129032256,31,29430.743801652894,2005
CLE,QD,2005,6,2085.1666666666665,30,124076.03305785122,2005
CLE,QD,2005,7,2811.3548387096776,31,172863.47107438018,2005
CLE,QD,2005,8,1874.9354838709678,31,115285.28925619835,2005
CLE,QD,2005,9,327.96666666666664,30,19515.371900826445,2005
CLE,QD,2005,10,182.80645161290323,31,11240.330578512398,2006
CLE,QD,2005,11,184.7,30,10990.413223140496,2006
CLE,QD,2005,12,185.03225806451613,31,11377.190082644629,2006
CLE,QD,2006,1,184.25806451612902,31,11329.586776859505,2006
CLE,QD,2006,2,182.46428571428572,28,10133.553719008265,2006
CLE,QD,2006,3,178.25806451612902,31,10960.661157024793,2006
CLE,QD,2006,4,182.5,30,10859.504132231405,2006
CLE,QD,2006,5,205.4516129032258,31,12632.727272727274,2006
CLE,QD,2006,6,1185.5333333333333,30,70544.13223140496,2006
CLE,QD,2006,7,3000.1935483870966,31,184474.71074380167,2006
CLE,QD,2006,8,3072.7741935483873,31,188937.52066115703,2006
CLE,QD,2006,9,538.5,30,32042.975206611573,2006
CLE,QD,2006,10,213.8709677419355,31,13150.413223140496,2007
CLE,QD,2006,11,227,30,13507.438016528926,2007
CLE,QD,2006,12,221.6451612903226,31,13628.429752066117,2007
CLE,QD,2007,1,218.6451612903226,31,13443.966942148762,2007
CLE,QD,2007,2,224,28,12440.330578512398,2007
CLE,QD,2007,3,254.61290322580646,31,15655.537190082645,2007
CLE,QD,2007,4,586.4,30,34893.223140495866,2007
CLE,QD,2007,5,1792.6129032258063,31,110223.47107438017,2007
CLE,QD,2007,6,2006.5,30,119395.04132231405,2007
CLE,QD,2007,7,3365.7096774193546,31,206949.4214876033,2007
CLE,QD,2007,8,2825.2258064516127,31,173716.36363636365,2007
CLE,QD,2007,9,524.7,30,31221.818181818187,2007
CLE,QD,2007,10,232.83870967741936,31,14316.694214876034,2008
CLE,QD,2007,11,241.13333333333333,30,14348.429752066117,2008
CLE,QD,2007,12,254.06451612903226,31,15621.818181818182,2008
CLE,QD,2008,1,247.3548387096774,31,15209.256198347108,2008
CLE,QD,2008,2,240,29,13804.95867768595,2008
CLE,QD,2008,3,236.83870967741936,31,14562.644628099173,2008
CLE,QD,2008,4,342.4,30,20374.21487603306,2008
CLE,QD,2008,5,271.38709677419354,31,16686.942148760332,2008
CLE,QD,2008,6,760.0666666666667,30,45227.10743801653,2008
CLE,QD,2008,7,2854.4193548387098,31,175511.40495867768,2008
CLE,QD,2008,8,2995.967741935484,31,184214.87603305787,2008
CLE,QD,2008,9,439.46666666666664,30,26150.0826446281,2008
CLE,QD,2008,10,233.4516129032258,31,14354.380165289256,2009
CLE,QD,2008,11,233.56666666666666,30,13898.181818181818,2009
CLE,QD,2008,12,244.03225806451613,31,15004.95867768595,2009
CLE,QD,2009,1,272.7741935483871,31,16772.23140495868,2009
CLE,QD,2009,2,238.46428571428572,28,13243.636363636364,2009
CLE,QD,2009,3,232.5483870967742,31,14298.842975206611,2009
CLE,QD,2009,4,250.03333333333333,30,14878.01652892562,2009
CLE,QD,2009,5,1252.774193548387,31,77030.0826446281,2009
CLE,QD,2009,6,2243.8333333333335,30,133517.35537190083,2009
CLE,QD,2009,7,3350.8387096774195,31,206035.04132231406,2009
CLE,QD,2009,8,2976.483870967742,31,183016.85950413224,2009
CLE,QD,2009,9,388.5,30,23117.355371900827,2009
CLE,QD,2009,10,192.8709677419355,31,11859.173553719009,2010
CLE,QD,2009,11,186.46666666666667,30,11095.537190082645,2010
CLE,QD,2009,12,186.8709677419355,31,11490.247933884299,2010
CLE,QD,2010,1,181.06451612903226,31,11133.223140495867,2010
CLE,QD,2010,2,174.53571428571428,28,9693.223140495867,2010
CLE,QD,2010,3,188.2258064516129,31,11573.553719008265,2010
CLE,QD,2010,4,193.73333333333332,30,11527.933884297521,2010
CLE,QD,2010,5,243.4516129032258,31,14969.256198347108,2010
CLE,QD,2010,6,831.1333333333333,30,49455.867768595046,2010
CLE,QD,2010,7,2886.7741935483873,31,177500.826446281,2010
CLE,QD,2010,8,3282.4193548387098,31,201828.09917355372,2010
CLE,QD,2010,9,432.06666666666666,30,25709.752066115703,2010
CLE,QD,2010,10,196.7741935483871,31,12099.173553719009,2011
CLE,QD,2010,11,211.2,30,12567.272727272728,2011
CLE,QD,2010,12,207.16129032258064,31,12737.851239669422,2011
CLE,QD,2011,1,199.4516129032258,31,12263.801652892562,2011
CLE,QD,2011,2,214.82142857142858,28,11930.578512396694,2011
CLE,QD,2011,3,219,31,13465.785123966942,2011
CLE,QD,2011,4,922.4666666666667,30,54890.57851239669,2011
CLE,QD,2011,5,1480.8809677419356,31,91055.82148760332,2011
CLE,QD,2011,6,2382.4666666666667,30,141766.61157024794,2011
CLE,QD,2011,7,1687.5483870967741,31,103763.30578512397,2011
CLE,QD,2011,8,3084.0967741935483,31,189633.71900826448,2011
CLE,QD,2011,9,564.7,30,33601.98347107438,2011
CLE,QD,2011,10,237.7741935483871,31,14620.165289256198,2012
CLE,QD,2011,11,235.26666666666668,30,13999.338842975207,2012
CLE,QD,2011,12,240,31,14757.02479338843,2012
CLE,QD,2012,1,249.25806451612902,31,15326.280991735537,2012
CLE,QD,2012,2,261.3448275862069,29,15032.727272727276,2012
CLE,QD,2012,3,279.93548387096774,31,17212.561983471074,2012
CLE,QD,2012,4,819.9333333333333,30,48789.42148760331,2012
CLE,QD,2012,5,2200.548387096774,31,135306.44628099175,2012
CLE,QD,2012,6,2396.519333333333,30,142602.80330578514,2012
CLE,QD,2012,7,2528.9032258064517,31,155496.19834710745,2012
CLE,QD,2012,8,3459.483870967742,31,212715.37190082646,2012
CLE,QD,2012,9,537.3333333333334,30,31973.55371900827,2012
CLE,QD,2012,10,237.70967741935485,31,14616.198347107438,2013
CLE,QD,2012,11,247.63333333333333,30,14735.20661157025,2013
CLE,QD,2012,12,230.7741935483871,31,14189.752066115703,2013
CLE,QD,2013,1,229.6451612903226,31,14120.330578512398,2013
CLE,QD,2013,2,231.5,28,12856.859504132231,2013
CLE,QD,2013,3,248,31,15248.925619834712,2013
CLE,QD,2013,4,388.9,30,23141.15702479339,2013
CLE,QD,2013,5,1720.483870967742,31,105788.42975206612,2013
CLE,QD,2013,6,1782.8,30,106083.96694214876,2013
CLE,QD,2013,7,3578.1612903225805,31,220012.56198347107,2013
CLE,QD,2013,8,2823.3870967741937,31,173603.30578512396,2013
CLE,QD,2013,9,418.76666666666665,30,24918.347107438018,2013
CLE,QD,2013,10,237.61290322580646,31,14610.247933884299,2014
CLE,QD,2013,11,257.3666666666667,30,15314.380165289256,2014
CLE,QD,2013,12,222.2258064516129,31,13664.13223140496,2014
CLE,QD,2014,1,216.93548387096774,31,13338.842975206611,2014
CLE,QD,2014,2,223.10714285714286,28,12390.743801652892,2014
CLE,QD,2014,3,223.70967741935485,31,13755.371900826447,2014
CLE,QD,2014,4,272.2,30,16197.02479338843,2014
CLE,QD,2014,5,833.3548387096774,31,51240.991735537194,2014
CLE,QD,2014,6,1959.6,30,116604.29752066116,2014
CLE,QD,2014,7,3552.3870967741937,31,218427.76859504133,2014
CLE,QD,2014,8,2684.4193548387098,31,165058.51239669422,2014
CLE,QD,2014,9,347.2,30,20659.834710743802,2014
CLE,QD,2014,10,232.48193548387096,31,14294.757024793387,2015
CLE,QD,2014,11,239.63966666666667,30,14259.550413223142,2015
CLE,QD,2014,12,230.02161290322582,31,14143.477685950415,2015
CLE,QD,2015,1,256.6735483870968,31,15782.24132231405,2015
CLE,QD,2015,2,251.22321428571428,28,13952.231404958678,2015
CLE,QD,2015,3,309.2983870967742,31,19018.016528925622,2015
CLE,QD,2015,4,858.849,30,51105.06446280992,2015
CLE,QD,2015,5,1111.4135483870969,31,68338.15537190082,2015
CLE,QD,2015,6,2203.5626666666667,30,131121.08429752066,2015
CLE,QD,2015,7,2659.050322580645,31,163498.63140495867,2015
CLE,QD,2015,8,1995.773870967742,31,122715.35206611571,2015
CLE,QD,2015,9,296.27933333333334,30,17629.844628099177,2015
CLE,QD,2015,10,181.7883870967742,31,11177.732231404958,2016
CLE,QD,2015,11,185.14733333333334,30,11017.031404958678,2016
CLE,QD,2015,12,186.2658064516129,31,11453.038016528926,2016
CLE,QD,2016,1,191.24032258064517,31,11758.909090909092,2016
CLE,QD,2016,2,211.95862068965516,29,12191.999999999998,2016
CLE,QD,2016,3,226.33645161290323,31,13916.885950413223,2016
CLE,QD,2016,4,1424.1376666666667,30,84742.07603305786,2016
CLE,QD,2016,5,1792.6009677419354,31,110222.73719008264,2016
CLE,QD,2016,6,2015.5166666666667,30,119931.5702479339,2016
CLE,QD,2016,7,3111.309677419355,31,191306.9752066116,2016
CLE,QD,2016,8,2779.518064516129,31,170905.9041322314,2016
CLE,QD,2016,9,455.548,30,27106.98842975207,2016
CLE,QD,2016,10,226.13677419354838,31,13904.60826446281,2017
CLE,QD,2016,11,221.65166666666667,30,13189.190082644629,2017
CLE,QD,2016,12,219.50645161290322,31,13496.92561983471,2017
CLE,QD,2017,1,216.98225806451612,31,13341.719008264463,2017
CLE,QD,2017,2,222.3382142857143,28,12348.039669421489,2017
CLE,QD,2017,3,236.46354838709678,31,14539.576859504132,2017
CLE,QD,2017,4,547.787,30,32595.59008264463,2017
CLE,QD,2017,5,659.57,31,40555.3785123967,2017
CLE,QD,2017,6,1799.267,30,107063.82148760332,2017
CLE,QD,2017,7,3150.4190322580644,31,193711.71570247933,2017
CLE,QD,2017,8,2903.393870967742,31,178522.7305785124,2017
CLE,QD,2017,9,495.93,30,29509.88429752066,2017
CLE,QD,2017,10,224.89322580645162,31,13828.145454545456,2018
CLE,QD,2017,11,234.699,30,13965.560330578513,2018
CLE,QD,2017,12,226.69516129032257,31,13938.942148760332,2018
CLE,QD,2018,1,236.66612903225806,31,14552.033057851238,2018
CLE,QD,2018,2,237.17642857142857,28,13172.112396694216,2018
CLE,QD,2018,3,231.7767741935484,31,14251.398347107439,2018
CLE,QD,2018,4,398.00466666666665,30,23682.922314049585,2018
CLE,QD,2018,5,2411.567419354839,31,148281.5008264463,2018
CLE,QD,2018,6,1946.8026666666667,30,115842.80330578513,2018
CLE,QD,2018,7,3308.7409677419355,31,203446.55206611572,2018
CLE,QD,2018,8,2790.79935483871,31,171599.56363636363,2018
CLE,QD,2018,9,449.241,30,26731.695867768594,2018
CLE,QD,2018,10,215.5716129032258,31,13254.981818181817,2019
CLE,QD,2018,11,214.605,30,12769.88429752066,2019
CLE,QD,2018,12,226.20741935483872,31,13908.952066115704,2019
CLE,QD,2019,1,230.43774193548387,31,14169.064462809918,2019
CLE,QD,2019,2,224.56714285714287,28,12471.828099173554,2019
CLE,QD,2019,3,272.64290322580644,31,16764.15867768595,2019
CLE,QD,2019,4,375.33566666666667,30,22334.02314049587,2019
CLE,QD,2019,5,336.1290322580645,31,20667.76859504132,2019
CLE,QD,2019,6,1924,30,114485.95041322314,2019
CLE,QD,2019,7,3000.1612903225805,31,184472.72727272726,2019
CLE,QD,2019,8,2073.7096774193546,31,127507.43801652892,2019
CLE,QD,2019,9,340.96666666666664,30,20288.92561983471,2019
CLE,QD,2019,10,184.69225806451612,31,11356.284297520662,2020
CLE,QD,2019,11,184.62066666666666,30,10985.692561983471,2020
CLE,QD,2019,12,185.95096774193547,31,11433.679338842974,2020
CLE,QD,2020,1,201.68806451612903,31,12401.315702479338,2020
CLE,QD,2020,2,236.89448275862068,29,13626.327272727272,2020
CLE,QD,2020,3,183.55290322580646,31,11286.228099173555,2020
CLE,QD,2020,4,400.38433333333336,30,23824.522314049587,2020
CLE,QD,2020,5,451.3222580645161,31,27750.72396694215,2020
CLE,QD,2020,6,1344.7016666666666,30,80015.30578512396,2020
CLE,QD,2020,7,3326.0822580645163,31,204512.826446281,2020
CLE,QD,2020,8,3220.17,31,198000.5355371901,2020
CLE,QD,2020,9,641.0893333333333,30,38147.46446280992,2020
CLE,QD,2020,10,402.5312903225806,31,24750.68429752066,2021
CLE,QD,2020,11,241.91266666666667,30,14394.803305785124,2021
CLE,QD,2020,12,261.95774193548385,31,16107.153719008264,2021
CLE,QD,2021,1,267.24806451612903,31,16432.442975206613,2021
CLE,QD,2021,2,267.82428571428574,28,14874.208264462812,2021
CLE,QD,2021,3,257.07290322580644,31,15806.796694214876,2021
CLE,QD,2021,4,568.9256666666666,30,33853.42809917356,2021
CLE,QD,2021,5,691.5729032258065,31,42523.16033057852,2021
CLE,QD,2021,6,1853.0143333333333,30,110262.00991735538,2021
CLE,QD,2021,7,3728.1648387096775,31,229235.92066115703,2021
CLE,QD,2021,8,2739.243225806452,31,168429.5008264463,2021
CLE,QD,2021,9,579.4776666666667,30,34481.31570247934,2021
CLE,QD,2021,10,219.51129032258063,31,13497.223140495867,2022
CLE,QD,2021,11,252.14733333333334,30,15003.80826446281,2022
CLE,QD,2021,12,229.3625806451613,31,14102.955371900829,2022
CLE,QD,2022,1,252.77935483870968,31,15542.796694214876,2022
CLE,QD,2022,2,261.89,28,14544.634710743801,2022
CLE,QD,2022,3,231.32258064516128,31,14223.471074380166,2022
CLE,QD,2022,4,381.3333333333333,30,22690.909090909092,2022
CLE,QD,2022,5,1104.258064516129,31,67898.18181818182,2022
CLE,QD,2022,6,2561,30,152390.0826446281,2022
CLE,QD,2022,7,2627.8770967741934,31,161581.86446280993,2022
CLE,QD,2022,8,3117.9032258064517,31,191712.39669421487,2022
CLE,QD,2022,9,576.5333333333333,30,34306.11570247934,2022
CLE,QD,2022,10,223.20612903225808,31,13724.409917355373,2023
CLE,QD,2022,11,257.53333333333336,30,15324.297520661159,2023
CLE,QD,2022,12,221.75806451612902,31,13635.371900826447,2023
CLE,QD,2023,1,232.48387096774192,31,14294.876033057852,2023
CLE,QD,2023,2,228.375,28,12683.305785123966,2023
CLE,QD,2023,3,219.61290322580646,31,13503.471074380166,2023
CLE,QD,2023,4,356,30,21183.471074380166,2023
CLE,QD,2023,5,379.1774193548387,31,23314.710743801654,2023
CLE,QD,2023,6,1444.6833333333334,30,85964.62809917355,2023
CLE,QD,2023,7,3395.516129032258,31,208782.14876033057,2023
CLE,QD,2023,8,2309.4193548387098,31,142000.6611570248,2023
CLE,QD,2023,9,422.57533333333333,30,25144.978512396694,2023
CLE,QD,2023,10,183.61193548387098,31,11289.85785123967,2024
CLE,QD,2023,11,194.03366666666668,30,11545.804958677687,2024
CLE,QD,2023,12,188.70129032258063,31,11602.790082644628,2024
CLE,QD,2024,1,171.4358064516129,31,10541.176859504132,2024
CLE,QD,2024,2,187.26862068965517,29,10771.814876033059,2024
CLE,QD,2024,3,189.32967741935485,31,11641.428099173554,2024
CLE,QD,2024,4,320.20799999999997,30,19053.69917355372,2024
CLE,QD,2024,5,331.3896774193548,31,20376.35702479339,2024
CLE,QD,2024,6,1175.3193333333334,30,69936.3570247934,2024
CLE,QD,2024,7,3109.172258064516,31,191175.55041322313,2024
CLE,QD,2024,8,1972.6067741935483,31,121290.86280991735,2024
CLE,QD,2024,9,351.857,30,20936.945454545457,2024
CLE,QD,2024,10,184.02032258064517,31,11314.968595041322,2025
CLE,QD,2024,11,207.669,30,12357.163636363637,2025
CLE,QD,2024,12,191.3548387096774,31,11765.950413223141,2025
CLE,QD,2025,1,195.74451612903226,31,12035.861157024794,2025
CLE,QD,2025,2,176.47607142857143,28,9800.985123966942,2025
CLE,QD,2025,3,190.66774193548386,31,11723.702479338843,2025
CLE,QD,2025,4,246.97633333333334,30,14696.112396694216,2025
CLE,QD,2025,5,472.1641935483871,31,29032.244628099175,2025
CLE,QD,2025,6,1903.737,30,113280.21818181819,2025
CLE,QD,2025,7,2744.8209677419354,31,168772.46280991734,2025
CLE,QD,2025,8,1445.4390322580646,31,88876.58181818182,2025
CLE,QD,2025,9,162.05133333333333,30,9642.723966942149,2025
CLE,QD,2025,10,132.80967741935484,31,8166.1487603305795,2026
CLE,QD,2025,11,184.102,30,10954.829752066116,2026
CLE,QD,2025,12,213.52032258064517,31,13128.852892561985,2026
CLE,QD,2026,1,206.66032258064516,31,12707.047933884298,2026
CLE,QD,2026,2,204.8282142857143,28,11375.583471074382,2026
CLE,QD,2026,3,706.7464516129032,31,43456.145454545454,2026
CLE,QD,2026,4,641.4126666666667,30,38166.70413223141,2026
CLE,QD,2026,5,1172.137741935484,31,72071.94049586778,2026
CLE,QD,2026,6,2181.7206666666666,30,129821.3950413223,2026
CLE,QD,2026,7,2944.5770967741937,31,181054.98842975206,2026
CLE,QD,2026,8,2578.439,20,102285.18347107439,2026
CLE,QU,2003,10,738.5848387096775,31,45413.81157024793,2004
CLE,QU,2003,11,1091.0363333333332,30,64921.17024793388,2004
CLE,QU,2003,12,530.8235483870968,31,32639.067768595047,2004
CLE,QU,2004,1,384.3767741935484,31,23634.406611570248,2004
CLE,QU,2004,2,430.11137931034483,29,24740.29090909091,2004
CLE,QU,2004,3,895.7145161290323,31,55075.33884297521,2004
CLE,QU,2004,4,1592.4216666666666,30,94755.6694214876,2004
CLE,QU,2004,5,1904.6741935483872,31,117113.85123966943,2004
CLE,QU,2004,6,1294.9323333333334,30,77053.82479338844,2004
CLE,QU,2004,7,559.8764516129032,31,34425.461157024794,2004
CLE,QU,2004,8,480.7058064516129,31,29557.447933884298,2004
CLE,QU,2004,9,590.5486666666667,30,35140.085950413224,2004
CLE,QU,2004,10,393.1641935483871,31,24174.72396694215,2005
CLE,QU,2004,11,866.4456666666666,30,51557.097520661155,2005
CLE,QU,2004,12,1055.092258064516,31,64875.09421487603,2005
CLE,QU,2005,1,1404.4045161290323,31,86353.46776859504,2005
CLE,QU,2005,2,513.9492857142857,28,28543.299173553714,2005
CLE,QU,2005,3,481.1216129032258,31,29583.01487603306,2005
CLE,QU,2005,4,970.7666666666667,30,57764.628099173555,2005
CLE,QU,2005,5,1124.5354838709677,31,69144.99173553719,2005
CLE,QU,2005,6,560.7053333333333,30,33364.28429752066,2005
CLE,QU,2005,7,349.2477419354839,31,21474.406611570248,2005
CLE,QU,2005,8,224.58322580645162,31,13809.084297520661,2005
CLE,QU,2005,9,127.71533333333333,30,7599.590082644629,2005
CLE,QU,2005,10,343.83935483870965,31,21141.857851239667,2006
CLE,QU,2005,11,466.53066666666666,30,27760.502479338844,2006
CLE,QU,2005,12,545.3380645161291,31,33531.5305785124,2006
CLE,QU,2006,1,837.641935483871,31,51504.59504132231,2006
CLE,QU,2006,2,408.1275,28,22666.254545454547,2006
CLE,QU,2006,3,289.12290322580645,31,17777.474380165288,2006
CLE,QU,2006,4,1147.122,30,68258.49917355373,2006
CLE,QU,2006,5,2980.7506451612903,31,183279.2132231405,2006
CLE,QU,2006,6,2586.518666666667,30,153908.54876033057,2006
CLE,QU,2006,7,778.5238709677419,31,47869.566942148755,2006
CLE,QU,2006,8,243.58548387096775,31,14977.487603305786,2006
CLE,QU,2006,9,105.595,30,6283.338842975207,2006
CLE,QU,2006,10,110.12483870967742,31,6771.312396694215,2007
CLE,QU,2006,11,2099.4983333333334,30,124928.826446281,2007
CLE,QU,2006,12,428.49290322580646,31,26347.001652892563,2007
CLE,QU,2007,1,631.9464516129033,31,38856.87272727273,2007
CLE,QU,2007,2,650.9878571428571,28,36154.03636363636,2007
CLE,QU,2007,3,1878.8612903225805,31,115526.67768595042,2007
CLE,QU,2007,4,1262.4093333333333,30,75118.57190082644,2007
CLE,QU,2007,5,2248.9158064516128,31,138280.44297520662,2007
CLE,QU,2007,6,1694.5403333333334,30,100832.1520661157,2007
CLE,QU,2007,7,757.9409677419355,31,46603.97355371901,2007
CLE,QU,2007,8,285.97806451612905,31,17584.105785123968,2007
CLE,QU,2007,9,110.21366666666667,30,6558.168595041322,2007
CLE,QU,2007,10,379.0335483870968,31,23305.86446280992,2008
CLE,QU,2007,11,418.7176666666667,30,24915.43140495868,2008
CLE,QU,2007,12,818.2770967741935,31,50313.89752066116,2008
CLE,QU,2008,1,259.2832258064516,31,15942.704132231403,2008
CLE,QU,2008,2,279.88310344827585,29,16099.061157024793,2008
CLE,QU,2008,3,388.73387096774195,31,23902.314049586777,2008
CLE,QU,2008,4,559.2236666666666,30,33276.11900826446,2008
CLE,QU,2008,5,3279.523870967742,31,201650.06280991738,2008
CLE,QU,2008,6,2326.5906666666665,30,138441.75867768595,2008
CLE,QU,2008,7,1217.129677419355,31,74838.38677685951,2008
CLE,QU,2008,8,485.01,31,29822.102479338842,2008
CLE,QU,2008,9,173.79866666666666,30,10341.738842975206,2008
CLE,QU,2008,10,234.00451612903225,31,14388.376859504131,2009
CLE,QU,2008,11,1437.667,30,85547.12727272726,2009
CLE,QU,2008,12,475.99548387096775,31,29267.82148760331,2009
CLE,QU,2009,1,1365.324193548387,31,83950.5123966942,2009
CLE,QU,2009,2,273.4239285714286,28,15185.196694214876,2009
CLE,QU,2009,3,298.70774193548385,31,18366.823140495864,2009
CLE,QU,2009,4,989.2926666666667,30,58867.00165289257,2009
