reservoir,pcode,year,month,mean_cfs,n_days,volume_af,water_year
BUM,QD,2006,7,264.93548387096774,31,16290.247933884299,2006
BUM,QD,2006,8,215.80645161290323,31,13269.421487603306,2006
BUM,QD,2006,9,186.9,30,11121.322314049587,2006
BUM,QD,2006,10,157.1290322580645,31,9661.487603305786,2007
BUM,QD,2006,11,658.757,30,39198.763636363634,2007
BUM,QD,2006,12,194.51612903225808,31,11960.330578512398,2007
BUM,QD,2007,1,231.51612903225808,31,14235.371900826447,2007
BUM,QD,2007,2,214.14285714285714,28,11892.892561983472,2007
BUM,QD,2007,3,527.483870967742,31,32433.719008264463,2007
BUM,QD,2007,4,367.1,30,21843.96694214876,2007
BUM,QD,2007,5,466,31,28653.22314049587,2007
BUM,QD,2007,6,519.1333333333333,30,30890.578512396696,2007
BUM,QD,2007,7,220.70967741935485,31,13570.909090909092,2007
BUM,QD,2007,8,190.25806451612902,31,11698.512396694216,2007
BUM,QD,2007,9,205.46666666666667,30,12226.11570247934,2007
BUM,QD,2007,10,189.58064516129033,31,11656.859504132231,2008
BUM,QD,2007,11,171.06666666666666,30,10179.173553719009,2008
BUM,QD,2007,12,226.8709677419355,31,13949.752066115703,2008
BUM,QD,2008,1,206.48387096774192,31,12696.198347107438,2008
BUM,QD,2008,2,171.3448275862069,29,9855.867768595042,2008
BUM,QD,2008,3,134.96774193548387,31,8298.842975206611,2008
BUM,QD,2008,4,106.5,30,6337.190082644628,2008
BUM,QD,2008,5,511,31,31420.165289256198,2008
BUM,QD,2008,6,729.8666666666667,30,43430.0826446281,2008
BUM,QD,2008,7,455.741935483871,31,28022.479338842975,2008
BUM,QD,2008,8,261.35483870967744,31,16070.0826446281,2008
BUM,QD,2008,9,212.56666666666666,30,12648.595041322315,2008
BUM,QD,2008,10,161.19354838709677,31,9911.4049586776855,2009
BUM,QD,2008,11,251.96666666666667,30,14993.05785123967,2009
BUM,QD,2008,12,176.1290322580645,31,10829.752066115703,2009
BUM,QD,2009,1,237.8709677419355,31,14626.11570247934,2009
BUM,QD,2009,2,186.35714285714286,28,10349.752066115703,2009
BUM,QD,2009,3,156.51612903225808,31,9623.801652892562,2009
BUM,QD,2009,4,156.83333333333334,30,9332.231404958678,2009
BUM,QD,2009,5,448.64516129032256,31,27586.11570247934,2009
BUM,QD,2009,6,736.9333333333333,30,43850.57851239669,2009
BUM,QD,2009,7,212.8709677419355,31,13088.92561983471,2009
BUM,QD,2009,8,208.61290322580646,31,12827.10743801653,2009
BUM,QD,2009,9,187.93333333333334,30,11182.809917355373,2009
BUM,QD,2009,10,154.61290322580646,31,9506.776859504133,2010
BUM,QD,2009,11,199.36666666666667,30,11863.140495867769,2010
BUM,QD,2009,12,210.58064516129033,31,12948.099173553719,2010
BUM,QD,2010,1,234.2258064516129,31,14401.98347107438,2010
BUM,QD,2010,2,141.85714285714286,28,7878.347107438017,2010
BUM,QD,2010,3,143.09677419354838,31,8798.677685950413,2010
BUM,QD,2010,4,207.93333333333334,30,12372.892561983472,2010
BUM,QD,2010,5,265.741935483871,31,16339.834710743802,2010
BUM,QD,2010,6,776.7333333333333,30,46218.842975206615,2010
BUM,QD,2010,7,342.5483870967742,31,21062.479338842975,2010
BUM,QD,2010,8,235.8709677419355,31,14503.140495867769,2010
BUM,QD,2010,9,207.43333333333334,30,12343.140495867769,2010
BUM,QD,2010,10,179.25806451612902,31,11022.14876033058,2011
BUM,QD,2010,11,214.06666666666666,30,12737.851239669422,2011
BUM,QD,2010,12,229.3548387096774,31,14102.479338842975,2011
BUM,QD,2011,1,456.7741935483871,31,28085.95041322314,2011
BUM,QD,2011,2,313.85714285714283,28,17430.743801652894,2011
BUM,QD,2011,3,197.80645161290323,31,12162.644628099173,2011
BUM,QD,2011,4,282.5,30,16809.9173553719,2011
BUM,QD,2011,5,440.5248387096774,31,27086.816528925618,2011
BUM,QD,2011,6,832.1666666666666,30,49517.35537190083,2011
BUM,QD,2011,7,661.7741935483871,31,40690.909090909096,2011
BUM,QD,2011,8,273.80645161290323,31,16835.702479338845,2011
BUM,QD,2011,9,238.6,30,14197.685950413224,2011
BUM,QD,2011,10,196.3548387096774,31,12073.388429752067,2012
BUM,QD,2011,11,175.26666666666668,30,10429.09090909091,2012
BUM,QD,2011,12,176.51612903225808,31,10853.553719008265,2012
BUM,QD,2012,1,175.61290322580646,31,10798.01652892562,2012
BUM,QD,2012,2,246.3793103448276,29,14171.900826446281,2012
BUM,QD,2012,3,221.29032258064515,31,13606.611570247935,2012
BUM,QD,2012,4,433.1666666666667,30,25775.206611570247,2012
BUM,QD,2012,5,642.483870967742,31,39504.79338842975,2012
BUM,QD,2012,6,805.8,30,47948.42975206612,2012
BUM,QD,2012,7,554.1612903225806,31,34074.04958677686,2012
BUM,QD,2012,8,248.5483870967742,31,15282.644628099173,2012
BUM,QD,2012,9,208.96666666666667,30,12434.380165289256,2012
BUM,QD,2012,10,181.61290322580646,31,11166.94214876033,2013
BUM,QD,2012,11,397.1333333333333,30,23631.07438016529,2013
BUM,QD,2012,12,330.1290322580645,31,20298.84297520661,2013
BUM,QD,2013,1,149.61290322580646,31,9199.338842975207,2013
BUM,QD,2013,2,141.64285714285714,28,7866.446280991736,2013
BUM,QD,2013,3,153.25806451612902,31,9423.471074380166,2013
BUM,QD,2013,4,291.23333333333335,30,17329.586776859505,2013
BUM,QD,2013,5,566.3548387096774,31,34823.801652892565,2013
BUM,QD,2013,6,506.4,30,30132.892561983474,2013
BUM,QD,2013,7,239.19354838709677,31,14707.438016528926,2013
BUM,QD,2013,8,214.67741935483872,31,13200,2013
BUM,QD,2013,9,189.46666666666667,30,11274.04958677686,2013
BUM,QD,2013,10,192.7741935483871,31,11853.223140495867,2014
BUM,QD,2013,11,189.66666666666666,30,11285.950413223141,2014
BUM,QD,2013,12,209.83870967741936,31,12902.479338842975,2014
BUM,QD,2014,1,196.61290322580646,31,12089.256198347108,2014
BUM,QD,2014,2,188.25,28,10454.876033057852,2014
BUM,QD,2014,3,435.16129032258067,31,26757.02479338843,2014
BUM,QD,2014,4,377.4,30,22456.859504132233,2014
BUM,QD,2014,5,630.6451612903226,31,38776.85950413223,2014
BUM,QD,2014,6,591.2,30,35178.842975206615,2014
BUM,QD,2014,7,292.06451612903226,31,17958.347107438018,2014
BUM,QD,2014,8,262.19354838709677,31,16121.652892561984,2014
BUM,QD,2014,9,185.3,30,11026.11570247934,2014
BUM,QD,2014,10,158.38709677419354,31,9738.842975206611,2015
BUM,QD,2014,11,196.3,30,11680.661157024793,2015
BUM,QD,2014,12,549.0322580645161,31,33758.67768595042,2015
BUM,QD,2015,1,309.48387096774195,31,19029.421487603307,2015
BUM,QD,2015,2,380.5,28,21131.900826446283,2015
BUM,QD,2015,3,339.5806451612903,31,20880,2015
BUM,QD,2015,4,219.3,30,13049.256198347108,2015
BUM,QD,2015,5,229.5483870967742,31,14114.380165289256,2015
BUM,QD,2015,6,149.73333333333332,30,8909.752066115703,2015
BUM,QD,2015,7,140.6451612903226,31,8647.933884297521,2015
BUM,QD,2015,8,126.87096774193549,31,7800.99173553719,2015
BUM,QD,2015,9,137.9,30,8205.619834710744,2015
BUM,QD,2015,10,136.80645161290323,31,8411.900826446281,2016
BUM,QD,2015,11,329,30,19576.859504132233,2016
BUM,QD,2015,12,631.1935483870968,31,38810.57851239669,2016
BUM,QD,2016,1,166.5483870967742,31,10240.661157024793,2016
BUM,QD,2016,2,438.2068965517241,29,25205.95041322314,2016
BUM,QD,2016,3,389.3225806451613,31,23938.512396694216,2016
BUM,QD,2016,4,503.06666666666666,30,29934.545454545456,2016
BUM,QD,2016,5,650.5483870967741,31,40000.66115702479,2016
BUM,QD,2016,6,343.14366666666666,30,20418.46611570248,2016
BUM,QD,2016,7,189.4925806451613,31,11651.444628099174,2016
BUM,QD,2016,8,186.30193548387098,31,11455.259504132233,2016
BUM,QD,2016,9,185.796,30,11055.629752066116,2016
BUM,QD,2016,10,285.5987096774194,31,17560.78016528926,2017
BUM,QD,2016,11,443.56666666666666,30,26394.04958677686,2017
BUM,QD,2016,12,129.25806451612902,31,7947.768595041322,2017
BUM,QD,2017,1,128.4516129032258,31,7898.181818181817,2017
BUM,QD,2017,2,325.92857142857144,28,18101.15702479339,2017
BUM,QD,2017,3,439.1290322580645,31,27000.99173553719,2017
BUM,QD,2017,4,373.8333333333333,30,22244.628099173555,2017
BUM,QD,2017,5,916.0322580645161,31,56324.628099173555,2017
BUM,QD,2017,6,874.8333333333334,30,52056.19834710744,2017
BUM,QD,2017,7,278.61290322580646,31,17131.239669421488,2017
BUM,QD,2017,8,222.09677419354838,31,13656.198347107438,2017
BUM,QD,2017,9,198.1,30,11787.768595041323,2017
BUM,QD,2017,10,147.74193548387098,31,9084.297520661157,2018
BUM,QD,2017,11,287.7,30,17119.33884297521,2018
BUM,QD,2017,12,297.5806451612903,31,18297.520661157025,2018
BUM,QD,2018,1,323.3225806451613,31,19880.330578512396,2018
BUM,QD,2018,2,245.17857142857142,28,13616.528925619836,2018
BUM,QD,2018,3,159.58064516129033,31,9812.231404958678,2018
BUM,QD,2018,4,273.1,30,16250.578512396694,2018
BUM,QD,2018,5,831.516129032258,31,51127.93388429752,2018
BUM,QD,2018,6,388.1333333333333,30,23095.537190082647,2018
BUM,QD,2018,7,229.80645161290323,31,14130.247933884299,2018
BUM,QD,2018,8,215.3548387096774,31,13241.652892561984,2018
BUM,QD,2018,9,186.03333333333333,30,11069.752066115703,2018
BUM,QD,2018,10,127,31,7808.925619834711,2019
BUM,QD,2018,11,116.16666666666667,30,6912.396694214876,2019
BUM,QD,2018,12,114.06451612903226,31,7013.553719008265,2019
BUM,QD,2019,1,118.90322580645162,31,7311.07438016529,2019
BUM,QD,2019,2,116.32142857142857,28,6460.165289256199,2019
BUM,QD,2019,3,137.2258064516129,31,8437.685950413223,2019
BUM,QD,2019,4,136.43333333333334,30,8118.347107438017,2019
BUM,QD,2019,5,435.1290322580645,31,26755.04132231405,2019
BUM,QD,2019,6,347.93333333333334,30,20703.471074380166,2019
BUM,QD,2019,7,159.06451612903226,31,9780.495867768595,2019
BUM,QD,2019,8,197.90322580645162,31,12168.595041322315,2019
BUM,QD,2019,9,192.16666666666666,30,11434.710743801654,2019
BUM,QD,2019,10,125.2258064516129,31,7699.834710743802,2020
BUM,QD,2019,11,116.06666666666666,30,6906.446280991736,2020
BUM,QD,2019,12,113.3225806451613,31,6967.933884297521,2020
BUM,QD,2020,1,137.25806451612902,31,8439.669421487604,2020
BUM,QD,2020,2,245.13793103448276,29,14100.495867768595,2020
BUM,QD,2020,3,141.38709677419354,31,8693.553719008265,2020
BUM,QD,2020,4,393.03333333333336,30,23387.10743801653,2020
BUM,QD,2020,5,646.2903225806451,31,39738.842975206615,2020
BUM,QD,2020,6,657.7666666666667,30,39139.8347107438,2020
BUM,QD,2020,7,229.58064516129033,31,14116.363636363636,2020
BUM,QD,2020,8,230.58064516129033,31,14177.851239669422,2020
BUM,QD,2020,9,198.53333333333333,30,11813.553719008265,2020
BUM,QD,2020,10,155.4516129032258,31,9558.347107438018,2021
BUM,QD,2020,11,136.8,30,8140.165289256199,2021
BUM,QD,2020,12,143.90322580645162,31,8848.264462809917,2021
BUM,QD,2021,1,282.4516129032258,31,17367.272727272728,2021
BUM,QD,2021,2,138.82142857142858,28,7709.752066115703,2021
BUM,QD,2021,3,143.03225806451613,31,8794.710743801654,2021
BUM,QD,2021,4,244.2,30,14530.909090909092,2021
BUM,QD,2021,5,556.0967741935484,31,34193.05785123967,2021
BUM,QD,2021,6,763.1,30,45407.603305785124,2021
BUM,QD,2021,7,219.70967741935485,31,13509.421487603306,2021
BUM,QD,2021,8,206.2258064516129,31,12680.330578512398,2021
BUM,QD,2021,9,186.6,30,11103.471074380166,2021
BUM,QD,2021,10,153.61290322580646,31,9445.289256198348,2022
BUM,QD,2021,11,588.1333333333333,30,34996.36363636364,2022
BUM,QD,2021,12,267.1290322580645,31,16425.12396694215,2022
BUM,QD,2022,1,328.48387096774195,31,20197.685950413223,2022
BUM,QD,2022,2,164.17857142857142,28,9118.01652892562,2022
BUM,QD,2022,3,433.83870967741933,31,26675.702479338845,2022
BUM,QD,2022,4,329.1333333333333,30,19584.793388429753,2022
BUM,QD,2022,5,508.7096774193548,31,31279.33884297521,2022
BUM,QD,2022,6,770.4333333333333,30,45843.96694214876,2022
BUM,QD,2022,7,334.2903225806452,31,20554.710743801654,2022
BUM,QD,2022,8,245.2258064516129,31,15078.347107438018,2022
BUM,QD,2022,9,209.96933333333334,30,12494.042975206612,2022
BUM,QD,2022,10,137.06129032258065,31,8427.570247933883,2023
BUM,QD,2022,11,128.92666666666668,30,7671.669421487604,2023
BUM,QD,2022,12,124.05806451612904,31,7628.03305785124,2023
BUM,QD,2023,1,152.98387096774192,31,9406.611570247935,2023
BUM,QD,2023,2,134.375,28,7462.809917355372,2023
BUM,QD,2023,3,126.85483870967742,31,7800,2023
BUM,QD,2023,4,129.28333333333333,30,7692.892561983471,2023
BUM,QD,2023,5,714.1612903225806,31,43912.06611570248,2023
BUM,QD,2023,6,294.65,30,17532.89256198347,2023
BUM,QD,2023,7,182.93548387096774,31,11248.264462809917,2023
BUM,QD,2023,8,189.2741935483871,31,11638.01652892562,2023
BUM,QD,2023,9,165.33333333333334,30,9838.01652892562,2023
BUM,QD,2023,10,129.59290322580645,31,7968.3570247933885,2024
BUM,QD,2023,11,119.70133333333334,30,7122.723966942149,2024
BUM,QD,2023,12,167.5464516129032,31,10302.029752066115,2024
BUM,QD,2024,1,241.38709677419354,31,14842.314049586777,2024
BUM,QD,2024,2,191.80344827586208,29,11032.661157024793,2024
BUM,QD,2024,3,148.0390322580645,31,9102.5652892562,2024
BUM,QD,2024,4,317.208,30,18875.186776859508,2024
BUM,QD,2024,5,402.7664516129032,31,24765.143801652895,2024
BUM,QD,2024,6,522.809,30,31109.295867768593,2024
BUM,QD,2024,7,188.00870967741935,31,11560.204958677685,2024
BUM,QD,2024,8,189.59225806451613,31,11657.573553719008,2024
BUM,QD,2024,9,191.91133333333335,30,11419.517355371901,2024
BUM,QD,2024,10,118.2641935483871,31,7271.781818181818,2025
BUM,QD,2024,11,93.26666666666667,30,5549.752066115702,2025
BUM,QD,2024,12,110.0583870967742,31,6767.226446280992,2025
BUM,QD,2025,1,128.60064516129032,31,7907.345454545454,2025
BUM,QD,2025,2,103.93678571428572,28,5772.3570247933885,2025
BUM,QD,2025,3,131.7083870967742,31,8098.433057851241,2025
BUM,QD,2025,4,283.94966666666664,30,16896.178512396695,2025
BUM,QD,2025,5,533.9535483870968,31,32831.52396694215,2025
BUM,QD,2025,6,314.7253333333333,30,18727.457851239666,2025
BUM,QD,2025,7,193.79290322580644,31,11915.861157024794,2025
BUM,QD,2025,8,190.08935483870968,31,11688.138842975208,2025
BUM,QD,2025,9,195.69,30,11644.363636363636,2025
BUM,QD,2025,10,95.61967741935484,31,5879.42479338843,2026
BUM,QD,2025,11,129.439,30,7702.155371900826,2026
BUM,QD,2025,12,931.1009677419355,31,57251.16694214876,2026
BUM,QD,2026,1,298.6832258064516,31,18365.31570247934,2026
BUM,QD,2026,2,147.10285714285715,28,8169.679338842976,2026
BUM,QD,2026,3,390.4451612903226,31,24007.537190082643,2026
BUM,QD,2026,4,369.833,30,22006.591735537193,2026
BUM,QD,2026,5,430.5332258064516,31,26472.456198347107,2026
BUM,QD,2026,6,192.658,30,11463.947107438016,2026
BUM,QD,2026,7,198.12129032258065,31,12182.003305785125,2026
BUM,QD,2026,8,211.1635,20,8376.733884297522,2026
BUM,QU,2003,10,111.06161290322581,31,6828.912396694215,2004
BUM,QU,2003,11,193.60466666666667,30,11520.277685950414,2004
BUM,QU,2003,12,149.19064516129032,31,9173.37520661157,2004
BUM,QU,2004,1,135.75032258064516,31,8346.961983471076,2004
BUM,QU,2004,2,145.3706896551724,29,8361.818181818182,2004
BUM,QU,2004,3,193.85741935483873,31,11919.828099173556,2004
BUM,QU,2004,4,437.84633333333335,30,26053.666115702483,2004
BUM,QU,2004,5,624.0890322580645,31,38373.73884297521,2004
BUM,QU,2004,6,413.41633333333334,30,24599.980165289257,2004
BUM,QU,2004,7,131.77225806451614,31,8102.360330578513,2004
BUM,QU,2004,8,95.33580645161291,31,5861.970247933885,2004
BUM,QU,2004,9,100.08266666666667,30,5955.332231404959,2004
BUM,QU,2004,10,92.35225806451614,31,5678.519008264463,2005
BUM,QU,2004,11,157.45566666666667,30,9369.262809917356,2005
BUM,QU,2004,12,270.8306451612903,31,16652.727272727272,2005
BUM,QU,2005,1,414.86064516129034,31,25508.786776859506,2005
BUM,QU,2005,2,148.01857142857142,28,8220.535537190082,2005
BUM,QU,2005,3,125.83935483870968,31,7737.560330578513,2005
BUM,QU,2005,4,290.558,30,17289.40165289256,2005
BUM,QU,2005,5,375.8041935483871,31,23107.29917355372,2005
BUM,QU,2005,6,149.189,30,8877.361983471075,2005
BUM,QU,2005,7,73.40870967741935,31,4513.725619834711,2005
BUM,QU,2005,8,46.65806451612903,31,2868.892561983471,2005
BUM,QU,2005,9,47.259,30,2812.105785123967,2005
BUM,QU,2005,10,64.55612903225807,31,3969.4016528925627,2006
BUM,QU,2005,11,120.726,30,7183.695867768594,2006
BUM,QU,2005,12,265.29,31,16312.046280991735,2006
BUM,QU,2006,1,413.21032258064514,31,25407.31239669421,2006
BUM,QU,2006,2,191.70857142857142,28,10646.955371900827,2006
BUM,QU,2006,3,109.79290322580646,31,6750.902479338843,2006
BUM,QU,2006,4,258.52633333333335,30,15383.385123966944,2006
BUM,QU,2006,5,1007.8806451612903,31,61972.1652892562,2006
BUM,QU,2006,6,921.6786666666667,30,54843.68925619835,2006
BUM,QU,2006,7,203.6725806451613,31,12523.338842975209,2006
BUM,QU,2006,8,84.05129032258064,31,5168.112396694214,2006
BUM,QU,2006,9,67.98066666666666,30,4045.1305785123964,2006
BUM,QU,2006,10,57.1916129032258,31,3516.57520661157,2007
BUM,QU,2006,11,761.2336666666666,30,45296.548760330574,2007
BUM,QU,2006,12,228.76032258064515,31,14065.923966942148,2007
BUM,QU,2007,1,219.5974193548387,31,13502.519008264462,2007
BUM,QU,2007,2,190.8685714285714,28,10600.304132231404,2007
BUM,QU,2007,3,627.3790322580645,31,38576.033057851244,2007
BUM,QU,2007,4,368.6913333333333,30,21938.65785123967,2007
BUM,QU,2007,5,697.4709677419355,31,42885.818181818184,2007
BUM,QU,2007,6,556.008,30,33084.77355371901,2007
BUM,QU,2007,7,159.17451612903227,31,9787.259504132233,2007
BUM,QU,2007,8,73.04741935483871,31,4491.510743801653,2007
BUM,QU,2007,9,51.598,30,3070.294214876033,2007
BUM,QU,2007,10,108.76838709677419,31,6687.907438016528,2008
BUM,QU,2007,11,180.444,30,10737.163636363635,2008
BUM,QU,2007,12,360.14677419354837,31,22144.561983471074,2008
BUM,QU,2008,1,113.39322580645161,31,6972.277685950414,2008
BUM,QU,2008,2,87.80827586206897,29,5050.7900826446285,2008
BUM,QU,2008,3,92.65193548387097,31,5696.945454545455,2008
BUM,QU,2008,4,123.575,30,7353.223140495868,2008
BUM,QU,2008,5,897.6899999999999,31,55196.806611570246,2008
BUM,QU,2008,6,812.7296666666667,30,48360.77355371902,2008
BUM,QU,2008,7,408.5,31,25117.685950413223,2008
BUM,QU,2008,8,110.95258064516129,31,6822.208264462811,2008
BUM,QU,2008,9,75.419,30,4487.742148760331,2008
BUM,QU,2008,10,65.46806451612903,31,4025.4743801652894,2009
BUM,QU,2008,11,345.1333333333333,30,20536.859504132233,2009
BUM,QU,2008,12,121.67129032258065,31,7481.276033057851,2009
BUM,QU,2009,1,337.26290322580644,31,20737.487603305784,2009
BUM,QU,2009,2,115.95785714285715,28,6439.973553719009,2009
BUM,QU,2009,3,99.9183870967742,31,6143.7421487603315,2009
BUM,QU,2009,4,232.45666666666668,30,13832.132231404961,2009
BUM,QU,2009,5,765.4822580645161,31,47067.669421487604,2009
BUM,QU,2009,6,747.4243333333334,30,44474.83636363637,2009
BUM,QU,2009,7,177.46451612903226,31,10911.867768595042,2009
BUM,QU,2009,8,76.30903225806452,31,4692.059504132231,2009
BUM,QU,2009,9,72.24766666666666,30,4299.034710743801,2009
BUM,QU,2009,10,97.20322580645161,31,5976.793388429753,2010
BUM,QU,2009,11,231.902,30,13799.127272727272,2010
BUM,QU,2009,12,174.70451612903227,31,10742.161983471075,2010
BUM,QU,2010,1,223.2967741935484,31,13729.983471074382,2010
BUM,QU,2010,2,134.54642857142858,28,7472.330578512398,2010
BUM,QU,2010,3,142.7067741935484,31,8774.697520661159,2010
BUM,QU,2010,4,245.948,30,14634.922314049589,2010
BUM,QU,2010,5,530.6390322580645,31,32627.72231404959,2010
BUM,QU,2010,6,840.0706666666666,30,49987.67603305785,2010
BUM,QU,2010,7,312.6922580645161,31,19226.697520661157,2010
BUM,QU,2010,8,104.05193548387096,31,6397.904132231404,2010
BUM,QU,2010,9,96.92366666666666,30,5767.358677685951,2010
BUM,QU,2010,10,102.52806451612904,31,6304.204958677686,2011
BUM,QU,2010,11,288.81733333333335,30,17185.82479338843,2011
BUM,QU,2010,12,259.4416129032258,31,15952.442975206612,2011
BUM,QU,2011,1,487.431935483871,31,29971.021487603306,2011
BUM,QU,2011,2,223.73607142857142,28,12425.672727272728,2011
BUM,QU,2011,3,175.6883870967742,31,10802.65785123967,2011
BUM,QU,2011,4,292.21366666666665,30,17387.920661157026,2011
BUM,QU,2011,5,569.7448387096774,31,35032.24462809917,2011
BUM,QU,2011,6,1018.5876666666667,30,60610.17520661157,2011
BUM,QU,2011,7,653.7406451612903,31,40196.94545454546,2011
BUM,QU,2011,8,209.94096774193548,31,12908.76694214876,2011
BUM,QU,2011,9,113.36733333333333,30,6745.8247933884295,2011
BUM,QU,2011,10,150.43064516129033,31,9249.619834710746,2012
BUM,QU,2011,11,181.86766666666665,30,10821.877685950412,2012
BUM,QU,2011,12,176.0083870967742,31,10822.33388429752,2012
BUM,QU,2012,1,205.9725806451613,31,12664.760330578512,2012
BUM,QU,2012,2,202.58620689655172,29,11652.892561983472,2012
BUM,QU,2012,3,164.25193548387097,31,10099.45785123967,2012
BUM,QU,2012,4,484.04833333333335,30,28802.876033057855,2012
BUM,QU,2012,5,815.8216129032259,31,50162.915702479346,2012
BUM,QU,2012,6,883.2213333333333,30,52555.319008264465,2012
BUM,QU,2012,7,533.5341935483871,31,32805.7388429752,2012
BUM,QU,2012,8,135.20967741935485,31,8313.719008264463,2012
BUM,QU,2012,9,77.28233333333333,30,4598.618181818181,2012
BUM,QU,2012,10,182.57548387096776,31,11226.128925619836,2013
BUM,QU,2012,11,401.63366666666667,30,23898.862809917355,2013
BUM,QU,2012,12,283.8125806451613,31,17450.95537190083,2013
BUM,QU,2013,1,143.04258064516128,31,8795.345454545453,2013
BUM,QU,2013,2,101.375,28,5630.082644628099,2013
BUM,QU,2013,3,172.11741935483872,31,10583.087603305787,2013
BUM,QU,2013,4,444.762,30,26465.176859504136,2013
BUM,QU,2013,5,806.4048387096774,31,49583.90082644628,2013
BUM,QU,2013,6,514.8593333333333,30,30636.25785123967,2013
BUM,QU,2013,7,164.63225806451612,31,10122.842975206611,2013
BUM,QU,2013,8,83.51129032258065,31,5134.909090909091,2013
BUM,QU,2013,9,135.183,30,8043.947107438016,2013
BUM,QU,2013,10,186.48580645161292,31,11466.5652892562,2014
BUM,QU,2013,11,223.19066666666666,30,13280.766942148759,2014
BUM,QU,2013,12,218.95129032258063,31,13462.790082644628,2014
BUM,QU,2014,1,141.07096774193548,31,8674.11570247934,2014
BUM,QU,2014,2,149.29,28,8291.147107438017,2014
BUM,QU,2014,3,463.3048387096774,31,28487.504132231406,2014
BUM,QU,2014,4,392.45233333333334,30,23352.535537190084,2014
BUM,QU,2014,5,828.4345161290322,31,50938.45289256198,2014
BUM,QU,2014,6,594.1016666666667,30,35351.50413223141,2014
BUM,QU,2014,7,243.5083870967742,31,14972.747107438017,2014
BUM,QU,2014,8,119.79161290322581,31,7365.699173553719,2014
BUM,QU,2014,9,66.25266666666667,30,3942.3074380165294,2014
BUM,QU,2014,10,180.64903225806452,31,11107.67603305785,2015
BUM,QU,2014,11,425.99833333333333,30,25348.661157024795,2015
BUM,QU,2014,12,383.0393548387097,31,23552.171900826448,2015
BUM,QU,2015,1,412.90967741935486,31,25388.826446280993,2015
BUM,QU,2015,2,518.6232142857143,28,28802.876033057855,2015
BUM,QU,2015,3,351.58032258064515,31,21617.831404958677,2015
BUM,QU,2015,4,206.33033333333333,30,12277.50743801653,2015
BUM,QU,2015,5,239.33870967741936,31,14716.363636363636,2015
BUM,QU,2015,6,118.234,30,7035.411570247934,2015
BUM,QU,2015,7,45.09870967741936,31,2773.0115702479343,2015
BUM,QU,2015,8,36.792903225806455,31,2262.3074380165294,2015
BUM,QU,2015,9,37.800333333333334,30,2249.2760330578512,2015
BUM,QU,2015,10,89.34161290322581,31,5493.401652892562,2016
BUM,QU,2015,11,524.5586666666667,30,31213.40826446281,2016
BUM,QU,2015,12,562.2496774193548,31,34571.385123966946,2016
BUM,QU,2016,1,185.7316129032258,31,11420.19173553719,2016
BUM,QU,2016,2,425.3337931034483,29,24465.480991735538,2016
BUM,QU,2016,3,326.93,31,20102.14214876033,2016
BUM,QU,2016,4,728.8086666666667,30,43367.12727272728,2016
BUM,QU,2016,5,651.7458064516129,31,40074.287603305784,2016
BUM,QU,2016,6,310.3226666666667,30,18465.480991735538,2016
BUM,QU,2016,7,112.61903225806452,31,6924.674380165289,2016
BUM,QU,2016,8,57.068387096774195,31,3508.9983471074383,2016
BUM,QU,2016,9,51.788333333333334,30,3081.6198347107443,2016
BUM,QU,2016,10,377.40741935483874,31,23205.877685950414,2017
BUM,QU,2016,11,409.07533333333333,30,24341.67272727273,2017
BUM,QU,2016,12,138.06193548387097,31,8489.097520661157,2017
BUM,QU,2017,1,137.6741935483871,31,8465.25619834711,2017
BUM,QU,2017,2,347.55285714285714,28,19302.10909090909,2017
BUM,QU,2017,3,528.2164516129033,31,32478.763636363637,2017
BUM,QU,2017,4,402.0126666666667,30,23921.41487603306,2017
BUM,QU,2017,5,1038.4612903225807,31,63852.4958677686,2017
BUM,QU,2017,6,843.5343333333334,30,50193.7785123967,2017
BUM,QU,2017,7,219.68322580645162,31,13507.795041322315,2017
BUM,QU,2017,8,69.81129032258065,31,4292.528925619835,2017
BUM,QU,2017,9,61.36866666666667,30,3651.6892561983477,2017
BUM,QU,2017,10,172.17225806451614,31,10586.459504132232,2018
BUM,QU,2017,11,424.7556666666667,30,25274.7173553719,2018
BUM,QU,2017,12,242.94032258064516,31,14937.818181818182,2018
BUM,QU,2018,1,271.8083870967742,31,16712.846280991736,2018
BUM,QU,2018,2,301.8989285714286,28,16766.618181818183,2018
BUM,QU,2018,3,132.79967741935485,31,8165.533884297521,2018
BUM,QU,2018,4,329.64866666666666,30,19615.45785123967,2018
BUM,QU,2018,5,1017.9809677419355,31,62593.20991735537,2018
BUM,QU,2018,6,386.939,30,23024.469421487604,2018
BUM,QU,2018,7,121.07451612903226,31,7444.581818181819,2018
BUM,QU,2018,8,61.51258064516129,31,3782.2611570247936,2018
BUM,QU,2018,9,50.62566666666667,30,3012.4363636363637,2018
BUM,QU,2018,10,63.10806451612903,31,3880.363636363637,2019
BUM,QU,2018,11,137.82766666666666,30,8201.315702479338,2019
BUM,QU,2018,12,146.2583870967742,31,8993.077685950413,2019
BUM,QU,2019,1,168.2116129032258,31,10342.928925619835,2019
BUM,QU,2019,2,131.06535714285715,28,7279.001652892563,2019
BUM,QU,2019,3,86.78999999999999,31,5336.50909090909,2019
BUM,QU,2019,4,345.913,30,20583.252892561984,2019
BUM,QU,2019,5,637.5222580645161,31,39199.715702479334,2019
